visitor_id,date,bank,channel,city,device,visited,lead,customer,product,revenue
V006921,2024-10-15 08:00:00,NIC Asia Bank,Google Search,Biratnagar,Mobile,1,0,0,No Product,0
V006922,2024-10-15 09:00:00,Everest Bank,Facebook Ads,Butwal,Desktop,1,0,0,No Product,0
V006923,2024-10-15 10:00:00,Global IME Bank,Google Search,Bharatpur,Mobile,1,1,1,Savings Account,2988
V006924,2024-10-15 11:00:00,Everest Bank,Facebook Ads,Lalitpur,Desktop,1,0,0,No Product,0
V006925,2024-10-15 12:00:00,NIC Asia Bank,Organic Search,Lalitpur,Mobile,1,1,0,No Product,0
V006926,2024-10-15 13:00:00,NIC Asia Bank,Organic Search,Bharatpur,Tablet,1,1,0,No Product,0
V006927,2024-10-15 14:00:00,Sanima Bank,Referral,Lalitpur,Mobile,1,1,0,No Product,0
V006928,2024-10-15 15:00:00,Global IME Bank,Referral,Bharatpur,Desktop,1,1,0,No Product,0
V006929,2024-10-15 16:00:00,Sanima Bank,Email Campaign,Kathmandu,Tablet,1,0,0,No Product,0
V006930,2024-10-15 17:00:00,Global IME Bank,Organic Search,Lalitpur,Mobile,1,1,0,No Product,0
V006931,2024-10-15 18:00:00,Everest Bank,Facebook Ads,Pokhara,Desktop,1,0,0,No Product,0
V006932,2024-10-15 19:00:00,NIC Asia Bank,Email Campaign,Kathmandu,Mobile,1,0,0,No Product,0
V006933,2024-10-15 20:00:00,Sanima Bank,Organic Search,Lalitpur,Tablet,1,1,0,No Product,0
V006934,2024-10-15 21:00:00,Everest Bank,Facebook Ads,Bharatpur,Desktop,1,1,0,No Product,0
V006935,2024-10-15 22:00:00,NIC Asia Bank,Organic Search,Kathmandu,Tablet,1,1,0,No Product,0
V006936,2024-10-15 23:00:00,Global IME Bank,Organic Search,Biratnagar,Desktop,1,1,0,No Product,0
V006937,2024-10-16 00:00:00,NIC Asia Bank,Facebook Ads,Kathmandu,Tablet,1,0,0,No Product,0
V006938,2024-10-16 01:00:00,Everest Bank,Organic Search,Pokhara,Desktop,1,1,0,No Product,0
V006939,2024-10-16 02:00:00,Sanima Bank,Organic Search,Lalitpur,Desktop,1,1,1,Fixed Deposit,179470
V006940,2024-10-16 03:00:00,Sanima Bank,Organic Search,Lalitpur,Mobile,1,0,0,No Product,0
V006941,2024-10-16 04:00:00,NIC Asia Bank,Referral,Bharatpur,Tablet,1,0,0,No Product,0
V006942,2024-10-16 05:00:00,Everest Bank,Google Search,Kathmandu,Mobile,1,0,0,No Product,0
V006943,2024-10-16 06:00:00,NMB Bank,Organic Search,Pokhara,Tablet,1,0,0,No Product,0
V006944,2024-10-16 07:00:00,Global IME Bank,Facebook Ads,Bharatpur,Tablet,1,0,0,No Product,0
V006945,2024-10-16 08:00:00,Global IME Bank,Organic Search,Biratnagar,Mobile,1,0,0,No Product,0
V006946,2024-10-16 09:00:00,Everest Bank,Referral,Bharatpur,Desktop,1,0,0,No Product,0
V006947,2024-10-16 10:00:00,NMB Bank,Referral,Pokhara,Tablet,1,1,1,Credit Card,9286
V006948,2024-10-16 11:00:00,Sanima Bank,Organic Search,Lalitpur,Desktop,1,0,0,No Product,0
V006949,2024-10-16 12:00:00,Machhapuchhre Bank,Email Campaign,Pokhara,Tablet,1,0,0,No Product,0
V006950,2024-10-16 13:00:00,Machhapuchhre Bank,Google Search,Lalitpur,Mobile,1,0,0,No Product,0
V006951,2024-10-16 14:00:00,Everest Bank,Facebook Ads,Butwal,Desktop,1,0,0,No Product,0
V006952,2024-10-16 15:00:00,NMB Bank,Facebook Ads,Kathmandu,Mobile,1,1,0,No Product,0
V006953,2024-10-16 16:00:00,NMB Bank,Facebook Ads,Pokhara,Tablet,1,1,0,No Product,0
V006954,2024-10-16 17:00:00,Global IME Bank,Facebook Ads,Biratnagar,Mobile,1,0,0,No Product,0
V006955,2024-10-16 18:00:00,Sanima Bank,Referral,Biratnagar,Tablet,1,1,0,No Product,0
V006956,2024-10-16 19:00:00,NIC Asia Bank,Google Search,Nepalgunj,Desktop,1,0,0,No Product,0
V006957,2024-10-16 20:00:00,NMB Bank,Organic Search,Bharatpur,Desktop,1,0,0,No Product,0
V006958,2024-10-16 21:00:00,NIC Asia Bank,Organic Search,Lalitpur,Mobile,1,0,0,No Product,0
V006959,2024-10-16 22:00:00,Machhapuchhre Bank,Email Campaign,Kathmandu,Mobile,1,1,1,Savings Account,1166
V006960,2024-10-16 23:00:00,NIC Asia Bank,Organic Search,Biratnagar,Desktop,1,0,0,No Product,0
V006961,2024-10-17 00:00:00,Sanima Bank,Google Search,Kathmandu,Mobile,1,0,0,No Product,0
V006962,2024-10-17 01:00:00,Sanima Bank,Organic Search,Pokhara,Mobile,1,1,1,Credit Card,3129
V006963,2024-10-17 02:00:00,NIC Asia Bank,Referral,Bharatpur,Desktop,1,0,0,No Product,0
V006964,2024-10-17 03:00:00,Everest Bank,Organic Search,Biratnagar,Tablet,1,0,0,No Product,0
V006965,2024-10-17 04:00:00,NMB Bank,Facebook Ads,Pokhara,Mobile,1,0,0,No Product,0
V006966,2024-10-17 05:00:00,Everest Bank,Facebook Ads,Bharatpur,Mobile,1,1,0,No Product,0
V006967,2024-10-17 06:00:00,NIC Asia Bank,Facebook Ads,Butwal,Desktop,1,1,1,Savings Account,4829
V006968,2024-10-17 07:00:00,NMB Bank,Facebook Ads,Pokhara,Tablet,1,0,0,No Product,0
V006969,2024-10-17 08:00:00,Global IME Bank,Referral,Nepalgunj,Tablet,1,1,0,No Product,0
V006970,2024-10-17 09:00:00,Everest Bank,Referral,Lalitpur,Mobile,1,0,0,No Product,0
V006971,2024-10-17 10:00:00,Everest Bank,Referral,Pokhara,Mobile,1,1,0,No Product,0
V006972,2024-10-17 11:00:00,NIC Asia Bank,Organic Search,Pokhara,Tablet,1,1,0,No Product,0
V006973,2024-10-17 12:00:00,Machhapuchhre Bank,Facebook Ads,Biratnagar,Mobile,1,0,0,No Product,0
V006974,2024-10-17 13:00:00,NIC Asia Bank,Email Campaign,Nepalgunj,Tablet,1,1,0,No Product,0
V006975,2024-10-17 14:00:00,Everest Bank,Email Campaign,Butwal,Mobile,1,1,0,No Product,0
V006976,2024-10-17 15:00:00,NMB Bank,Facebook Ads,Biratnagar,Mobile,1,0,0,No Product,0
V006977,2024-10-17 16:00:00,Machhapuchhre Bank,Google Search,Butwal,Desktop,1,0,0,No Product,0
V006978,2024-10-17 17:00:00,NIC Asia Bank,Organic Search,Biratnagar,Tablet,1,1,0,No Product,0
V006979,2024-10-17 18:00:00,NIC Asia Bank,Email Campaign,Pokhara,Tablet,1,1,1,Savings Account,3556
V006980,2024-10-17 19:00:00,Everest Bank,Referral,Bharatpur,Mobile,1,0,0,No Product,0
V006981,2024-10-17 20:00:00,Everest Bank,Google Search,Butwal,Desktop,1,0,0,No Product,0
V006982,2024-10-17 21:00:00,Global IME Bank,Referral,Butwal,Tablet,1,0,0,No Product,0
V006983,2024-10-17 22:00:00,NIC Asia Bank,Google Search,Bharatpur,Mobile,1,1,1,Credit Card,6424
V006984,2024-10-17 23:00:00,Everest Bank,Google Search,Kathmandu,Mobile,1,0,0,No Product,0
V006985,2024-10-18 00:00:00,Sanima Bank,Organic Search,Nepalgunj,Desktop,1,0,0,No Product,0
V006986,2024-10-18 01:00:00,Machhapuchhre Bank,Referral,Butwal,Tablet,1,0,0,No Product,0
V006987,2024-10-18 02:00:00,Sanima Bank,Referral,Butwal,Tablet,1,0,0,No Product,0
V006988,2024-10-18 03:00:00,Machhapuchhre Bank,Email Campaign,Bharatpur,Mobile,1,1,0,No Product,0
V006989,2024-10-18 04:00:00,NIC Asia Bank,Facebook Ads,Bharatpur,Mobile,1,0,0,No Product,0
V006990,2024-10-18 05:00:00,Global IME Bank,Facebook Ads,Pokhara,Desktop,1,0,0,No Product,0
V006991,2024-10-18 06:00:00,Everest Bank,Email Campaign,Nepalgunj,Tablet,1,1,0,No Product,0
V006992,2024-10-18 07:00:00,Everest Bank,Google Search,Pokhara,Tablet,1,0,0,No Product,0
V006993,2024-10-18 08:00:00,Everest Bank,Email Campaign,Kathmandu,Desktop,1,0,0,No Product,0
V006994,2024-10-18 09:00:00,NIC Asia Bank,Email Campaign,Kathmandu,Tablet,1,0,0,No Product,0
V006995,2024-10-18 10:00:00,Machhapuchhre Bank,Referral,Kathmandu,Desktop,1,0,0,No Product,0
V006996,2024-10-18 11:00:00,Everest Bank,Email Campaign,Lalitpur,Tablet,1,0,0,No Product,0
V006997,2024-10-18 12:00:00,Sanima Bank,Google Search,Bharatpur,Desktop,1,1,0,No Product,0
V006998,2024-10-18 13:00:00,Everest Bank,Facebook Ads,Butwal,Desktop,1,1,0,No Product,0
V006999,2024-10-18 14:00:00,NIC Asia Bank,Organic Search,Bharatpur,Mobile,1,0,0,No Product,0
V007000,2024-10-18 15:00:00,Global IME Bank,Email Campaign,Bharatpur,Tablet,1,1,0,No Product,0
V007001,2024-10-18 16:00:00,Sanima Bank,Email Campaign,Kathmandu,Mobile,1,0,0,No Product,0
V007002,2024-10-18 17:00:00,Everest Bank,Referral,Bharatpur,Desktop,1,1,0,No Product,0
V007003,2024-10-18 18:00:00,Everest Bank,Referral,Lalitpur,Desktop,1,1,0,No Product,0
V007004,2024-10-18 19:00:00,NMB Bank,Email Campaign,Biratnagar,Desktop,1,1,0,No Product,0
V007005,2024-10-18 20:00:00,Machhapuchhre Bank,Email Campaign,Butwal,Tablet,1,1,0,No Product,0
V007006,2024-10-18 21:00:00,Sanima Bank,Google Search,Biratnagar,Mobile,1,0,0,No Product,0
V007007,2024-10-18 22:00:00,NMB Bank,Facebook Ads,Kathmandu,Desktop,1,1,0,No Product,0
V007008,2024-10-18 23:00:00,Global IME Bank,Facebook Ads,Nepalgunj,Tablet,1,0,0,No Product,0
V007009,2024-10-19 00:00:00,Machhapuchhre Bank,Organic Search,Pokhara,Desktop,1,0,0,No Product,0
V007010,2024-10-19 01:00:00,Sanima Bank,Facebook Ads,Nepalgunj,Desktop,1,1,0,No Product,0
V007011,2024-10-19 02:00:00,Everest Bank,Organic Search,Nepalgunj,Desktop,1,0,0,No Product,0
V007012,2024-10-19 03:00:00,Sanima Bank,Referral,Biratnagar,Desktop,1,0,0,No Product,0
V007013,2024-10-19 04:00:00,Everest Bank,Organic Search,Butwal,Mobile,1,0,0,No Product,0
V007014,2024-10-19 05:00:00,Machhapuchhre Bank,Organic Search,Biratnagar,Desktop,1,0,0,No Product,0
V007015,2024-10-19 06:00:00,Everest Bank,Facebook Ads,Pokhara,Desktop,1,1,1,Fixed Deposit,192365
V007016,2024-10-19 07:00:00,Global IME Bank,Email Campaign,Pokhara,Mobile,1,0,0,No Product,0
V007017,2024-10-19 08:00:00,NIC Asia Bank,Referral,Bharatpur,Mobile,1,0,0,No Product,0
V007018,2024-10-19 09:00:00,Everest Bank,Google Search,Butwal,Desktop,1,0,0,No Product,0
V007019,2024-10-19 10:00:00,Global IME Bank,Organic Search,Lalitpur,Mobile,1,1,1,Fixed Deposit,189599
V007020,2024-10-19 11:00:00,NIC Asia Bank,Organic Search,Bharatpur,Mobile,1,1,0,No Product,0
V007021,2024-10-19 12:00:00,Machhapuchhre Bank,Organic Search,Pokhara,Mobile,1,0,0,No Product,0
V007022,2024-10-19 13:00:00,Machhapuchhre Bank,Email Campaign,Biratnagar,Mobile,1,0,0,No Product,0
V007023,2024-10-19 14:00:00,Sanima Bank,Google Search,Butwal,Desktop,1,1,0,No Product,0
V007024,2024-10-19 15:00:00,Global IME Bank,Facebook Ads,Bharatpur,Tablet,1,0,0,No Product,0
V007025,2024-10-19 16:00:00,Global IME Bank,Referral,Butwal,Tablet,1,1,0,No Product,0
V007026,2024-10-19 17:00:00,NMB Bank,Email Campaign,Biratnagar,Desktop,1,0,0,No Product,0
V007027,2024-10-19 18:00:00,NMB Bank,Google Search,Kathmandu,Tablet,1,0,0,No Product,0
V007028,2024-10-19 19:00:00,NIC Asia Bank,Referral,Lalitpur,Mobile,1,1,0,No Product,0
V007029,2024-10-19 20:00:00,NIC Asia Bank,Facebook Ads,Lalitpur,Tablet,1,1,0,No Product,0
V007030,2024-10-19 21:00:00,NMB Bank,Referral,Lalitpur,Desktop,1,1,1,Fixed Deposit,120105
V007031,2024-10-19 22:00:00,NIC Asia Bank,Organic Search,Pokhara,Tablet,1,0,0,No Product,0
V007032,2024-10-19 23:00:00,Everest Bank,Organic Search,Pokhara,Desktop,1,0,0,No Product,0
V007033,2024-10-20 00:00:00,NMB Bank,Email Campaign,Lalitpur,Tablet,1,0,0,No Product,0
V007034,2024-10-20 01:00:00,Global IME Bank,Referral,Butwal,Mobile,1,0,0,No Product,0
V007035,2024-10-20 02:00:00,Everest Bank,Organic Search,Kathmandu,Mobile,1,1,1,Loan,328410
V007036,2024-10-20 03:00:00,NIC Asia Bank,Email Campaign,Pokhara,Mobile,1,1,0,No Product,0
V007037,2024-10-20 04:00:00,Machhapuchhre Bank,Email Campaign,Biratnagar,Tablet,1,1,0,No Product,0
V007038,2024-10-20 05:00:00,Sanima Bank,Email Campaign,Bharatpur,Tablet,1,0,0,No Product,0
V007039,2024-10-20 06:00:00,NMB Bank,Facebook Ads,Bharatpur,Tablet,1,0,0,No Product,0
V007040,2024-10-20 07:00:00,Machhapuchhre Bank,Organic Search,Pokhara,Mobile,1,1,0,No Product,0
V007041,2024-10-20 08:00:00,NIC Asia Bank,Organic Search,Lalitpur,Tablet,1,1,1,Savings Account,3333
V007042,2024-10-20 09:00:00,Global IME Bank,Google Search,Butwal,Tablet,1,0,0,No Product,0
V007043,2024-10-20 10:00:00,Sanima Bank,Facebook Ads,Kathmandu,Desktop,1,0,0,No Product,0
V007044,2024-10-20 11:00:00,Machhapuchhre Bank,Organic Search,Bharatpur,Mobile,1,0,0,No Product,0
V007045,2024-10-20 12:00:00,Sanima Bank,Organic Search,Pokhara,Tablet,1,1,0,No Product,0
V007046,2024-10-20 13:00:00,NMB Bank,Google Search,Butwal,Desktop,1,1,0,No Product,0
V007047,2024-10-20 14:00:00,NIC Asia Bank,Referral,Lalitpur,Desktop,1,1,0,No Product,0
V007048,2024-10-20 15:00:00,Global IME Bank,Referral,Kathmandu,Desktop,1,0,0,No Product,0
V007049,2024-10-20 16:00:00,NIC Asia Bank,Facebook Ads,Kathmandu,Mobile,1,0,0,No Product,0
V007050,2024-10-20 17:00:00,Sanima Bank,Email Campaign,Bharatpur,Desktop,1,1,0,No Product,0
V007051,2024-10-20 18:00:00,Machhapuchhre Bank,Google Search,Nepalgunj,Mobile,1,1,0,No Product,0
V007052,2024-10-20 19:00:00,NMB Bank,Google Search,Bharatpur,Desktop,1,1,0,No Product,0
V007053,2024-10-20 20:00:00,NMB Bank,Organic Search,Biratnagar,Tablet,1,1,0,No Product,0
V007054,2024-10-20 21:00:00,NIC Asia Bank,Organic Search,Pokhara,Mobile,1,0,0,No Product,0
V007055,2024-10-20 22:00:00,Machhapuchhre Bank,Google Search,Nepalgunj,Mobile,1,0,0,No Product,0
V007056,2024-10-20 23:00:00,Machhapuchhre Bank,Email Campaign,Kathmandu,Tablet,1,0,0,No Product,0
V007057,2024-10-21 00:00:00,Sanima Bank,Referral,Lalitpur,Desktop,1,1,0,No Product,0
V007058,2024-10-21 01:00:00,NIC Asia Bank,Facebook Ads,Lalitpur,Mobile,1,0,0,No Product,0
V007059,2024-10-21 02:00:00,NIC Asia Bank,Referral,Nepalgunj,Mobile,1,0,0,No Product,0
V007060,2024-10-21 03:00:00,Everest Bank,Facebook Ads,Pokhara,Mobile,1,1,0,No Product,0
V007061,2024-10-21 04:00:00,NIC Asia Bank,Email Campaign,Kathmandu,Mobile,1,0,0,No Product,0
V007062,2024-10-21 05:00:00,NMB Bank,Google Search,Bharatpur,Mobile,1,1,1,Credit Card,5359
V007063,2024-10-21 06:00:00,Sanima Bank,Email Campaign,Biratnagar,Tablet,1,1,0,No Product,0
V007064,2024-10-21 07:00:00,Machhapuchhre Bank,Google Search,Lalitpur,Mobile,1,1,0,No Product,0
V007065,2024-10-21 08:00:00,NIC Asia Bank,Organic Search,Butwal,Mobile,1,0,0,No Product,0
V007066,2024-10-21 09:00:00,Sanima Bank,Facebook Ads,Pokhara,Tablet,1,1,0,No Product,0
V007067,2024-10-21 10:00:00,NIC Asia Bank,Organic Search,Lalitpur,Desktop,1,1,1,Fixed Deposit,122616
V007068,2024-10-21 11:00:00,Machhapuchhre Bank,Google Search,Butwal,Mobile,1,0,0,No Product,0
V007069,2024-10-21 12:00:00,Global IME Bank,Facebook Ads,Nepalgunj,Tablet,1,1,1,Credit Card,7258
V007070,2024-10-21 13:00:00,Machhapuchhre Bank,Facebook Ads,Butwal,Tablet,1,1,0,No Product,0
V007071,2024-10-21 14:00:00,Machhapuchhre Bank,Organic Search,Lalitpur,Desktop,1,1,0,No Product,0
V007072,2024-10-21 15:00:00,Machhapuchhre Bank,Facebook Ads,Pokhara,Mobile,1,1,0,No Product,0
V007073,2024-10-21 16:00:00,NIC Asia Bank,Google Search,Butwal,Mobile,1,1,0,No Product,0
V007074,2024-10-21 17:00:00,Everest Bank,Google Search,Butwal,Desktop,1,0,0,No Product,0
V007075,2024-10-21 18:00:00,Machhapuchhre Bank,Organic Search,Kathmandu,Tablet,1,0,0,No Product,0
V007076,2024-10-21 19:00:00,NMB Bank,Email Campaign,Biratnagar,Tablet,1,1,0,No Product,0
V007077,2024-10-21 20:00:00,NMB Bank,Google Search,Biratnagar,Tablet,1,0,0,No Product,0
V007078,2024-10-21 21:00:00,Sanima Bank,Google Search,Biratnagar,Desktop,1,1,0,No Product,0
V007079,2024-10-21 22:00:00,Everest Bank,Facebook Ads,Kathmandu,Desktop,1,1,0,No Product,0
V007080,2024-10-21 23:00:00,Sanima Bank,Facebook Ads,Biratnagar,Tablet,1,0,0,No Product,0
V007081,2024-10-22 00:00:00,NMB Bank,Google Search,Kathmandu,Mobile,1,0,0,No Product,0
V007082,2024-10-22 01:00:00,NMB Bank,Organic Search,Butwal,Mobile,1,0,0,No Product,0
V007083,2024-10-22 02:00:00,Global IME Bank,Email Campaign,Butwal,Tablet,1,0,0,No Product,0
V007084,2024-10-22 03:00:00,Machhapuchhre Bank,Facebook Ads,Pokhara,Mobile,1,1,1,Credit Card,5243
V007085,2024-10-22 04:00:00,NMB Bank,Facebook Ads,Bharatpur,Tablet,1,1,0,No Product,0
V007086,2024-10-22 05:00:00,NIC Asia Bank,Email Campaign,Kathmandu,Tablet,1,0,0,No Product,0
V007087,2024-10-22 06:00:00,NIC Asia Bank,Facebook Ads,Biratnagar,Mobile,1,1,1,Fixed Deposit,198641
V007088,2024-10-22 07:00:00,Sanima Bank,Organic Search,Bharatpur,Mobile,1,1,0,No Product,0
V007089,2024-10-22 08:00:00,Sanima Bank,Facebook Ads,Kathmandu,Desktop,1,0,0,No Product,0
V007090,2024-10-22 09:00:00,Machhapuchhre Bank,Facebook Ads,Biratnagar,Mobile,1,1,0,No Product,0
V007091,2024-10-22 10:00:00,Machhapuchhre Bank,Google Search,Nepalgunj,Mobile,1,1,0,No Product,0
V007092,2024-10-22 11:00:00,Global IME Bank,Organic Search,Nepalgunj,Mobile,1,1,0,No Product,0
V007093,2024-10-22 12:00:00,Everest Bank,Organic Search,Kathmandu,Mobile,1,0,0,No Product,0
V007094,2024-10-22 13:00:00,Sanima Bank,Google Search,Biratnagar,Tablet,1,0,0,No Product,0
V007095,2024-10-22 14:00:00,Machhapuchhre Bank,Referral,Pokhara,Mobile,1,1,0,No Product,0
V007096,2024-10-22 15:00:00,Sanima Bank,Email Campaign,Pokhara,Tablet,1,0,0,No Product,0
V007097,2024-10-22 16:00:00,Machhapuchhre Bank,Organic Search,Nepalgunj,Tablet,1,1,0,No Product,0
V007098,2024-10-22 17:00:00,NMB Bank,Referral,Lalitpur,Desktop,1,0,0,No Product,0
V007099,2024-10-22 18:00:00,Sanima Bank,Email Campaign,Kathmandu,Tablet,1,1,0,No Product,0
V007100,2024-10-22 19:00:00,NMB Bank,Organic Search,Kathmandu,Mobile,1,1,0,No Product,0
V007101,2024-10-22 20:00:00,Sanima Bank,Facebook Ads,Nepalgunj,Desktop,1,0,0,No Product,0
V007102,2024-10-22 21:00:00,Everest Bank,Organic Search,Kathmandu,Desktop,1,0,0,No Product,0
V007103,2024-10-22 22:00:00,Global IME Bank,Email Campaign,Pokhara,Desktop,1,0,0,No Product,0
V007104,2024-10-22 23:00:00,NIC Asia Bank,Referral,Biratnagar,Tablet,1,1,1,Credit Card,3230
V007105,2024-10-23 00:00:00,NIC Asia Bank,Facebook Ads,Kathmandu,Tablet,1,1,0,No Product,0
V007106,2024-10-23 01:00:00,NIC Asia Bank,Email Campaign,Lalitpur,Tablet,1,1,1,Loan,601953
V007107,2024-10-23 02:00:00,NMB Bank,Email Campaign,Butwal,Desktop,1,0,0,No Product,0
V007108,2024-10-23 03:00:00,Machhapuchhre Bank,Organic Search,Lalitpur,Tablet,1,1,1,Credit Card,8843
V007109,2024-10-23 04:00:00,NIC Asia Bank,Google Search,Biratnagar,Tablet,1,0,0,No Product,0
V007110,2024-10-23 05:00:00,Everest Bank,Google Search,Butwal,Desktop,1,0,0,No Product,0
V007111,2024-10-23 06:00:00,NIC Asia Bank,Facebook Ads,Pokhara,Desktop,1,0,0,No Product,0
V007112,2024-10-23 07:00:00,Sanima Bank,Email Campaign,Nepalgunj,Mobile,1,1,0,No Product,0
V007113,2024-10-23 08:00:00,NMB Bank,Referral,Biratnagar,Desktop,1,0,0,No Product,0
V007114,2024-10-23 09:00:00,Sanima Bank,Facebook Ads,Bharatpur,Desktop,1,0,0,No Product,0
V007115,2024-10-23 10:00:00,Sanima Bank,Facebook Ads,Biratnagar,Desktop,1,1,0,No Product,0
V007116,2024-10-23 11:00:00,Sanima Bank,Organic Search,Pokhara,Mobile,1,0,0,No Product,0
V007117,2024-10-23 12:00:00,Global IME Bank,Referral,Bharatpur,Mobile,1,1,1,Loan,249717
V007118,2024-10-23 13:00:00,Global IME Bank,Email Campaign,Butwal,Mobile,1,0,0,No Product,0
V007119,2024-10-23 14:00:00,Machhapuchhre Bank,Email Campaign,Bharatpur,Desktop,1,0,0,No Product,0
V007120,2024-10-23 15:00:00,NMB Bank,Email Campaign,Butwal,Mobile,1,1,1,Loan,343021
V007121,2024-10-23 16:00:00,Everest Bank,Facebook Ads,Biratnagar,Desktop,1,0,0,No Product,0
V007122,2024-10-23 17:00:00,Everest Bank,Organic Search,Bharatpur,Tablet,1,1,0,No Product,0
V007123,2024-10-23 18:00:00,Everest Bank,Facebook Ads,Butwal,Mobile,1,0,0,No Product,0
V007124,2024-10-23 19:00:00,Sanima Bank,Google Search,Biratnagar,Tablet,1,1,0,No Product,0
V007125,2024-10-23 20:00:00,Global IME Bank,Google Search,Bharatpur,Desktop,1,0,0,No Product,0
V007126,2024-10-23 21:00:00,NMB Bank,Email Campaign,Butwal,Tablet,1,0,0,No Product,0
V007127,2024-10-23 22:00:00,Sanima Bank,Organic Search,Lalitpur,Mobile,1,0,0,No Product,0
V007128,2024-10-23 23:00:00,Global IME Bank,Email Campaign,Kathmandu,Mobile,1,1,0,No Product,0
V007129,2024-10-24 00:00:00,Global IME Bank,Email Campaign,Lalitpur,Desktop,1,0,0,No Product,0
V007130,2024-10-24 01:00:00,NIC Asia Bank,Facebook Ads,Pokhara,Mobile,1,1,1,Savings Account,1135
V007131,2024-10-24 02:00:00,NIC Asia Bank,Email Campaign,Nepalgunj,Tablet,1,1,0,No Product,0
V007132,2024-10-24 03:00:00,NMB Bank,Email Campaign,Nepalgunj,Tablet,1,1,0,No Product,0
V007133,2024-10-24 04:00:00,NMB Bank,Organic Search,Bharatpur,Mobile,1,0,0,No Product,0
V007134,2024-10-24 05:00:00,NMB Bank,Organic Search,Nepalgunj,Mobile,1,0,0,No Product,0
V007135,2024-10-24 06:00:00,Sanima Bank,Organic Search,Biratnagar,Desktop,1,1,0,No Product,0
V007136,2024-10-24 07:00:00,Machhapuchhre Bank,Email Campaign,Butwal,Tablet,1,0,0,No Product,0
V007137,2024-10-24 08:00:00,NMB Bank,Organic Search,Lalitpur,Mobile,1,0,0,No Product,0
V007138,2024-10-24 09:00:00,NIC Asia Bank,Organic Search,Lalitpur,Tablet,1,0,0,No Product,0
V007139,2024-10-24 10:00:00,Machhapuchhre Bank,Referral,Biratnagar,Desktop,1,0,0,No Product,0
V007140,2024-10-24 11:00:00,Sanima Bank,Referral,Butwal,Tablet,1,0,0,No Product,0
V007141,2024-10-24 12:00:00,Machhapuchhre Bank,Google Search,Bharatpur,Desktop,1,0,0,No Product,0
V007142,2024-10-24 13:00:00,Everest Bank,Facebook Ads,Biratnagar,Tablet,1,1,0,No Product,0
V007143,2024-10-24 14:00:00,Machhapuchhre Bank,Facebook Ads,Pokhara,Desktop,1,0,0,No Product,0
V007144,2024-10-24 15:00:00,NMB Bank,Organic Search,Pokhara,Mobile,1,1,0,No Product,0
V007145,2024-10-24 16:00:00,Sanima Bank,Google Search,Biratnagar,Mobile,1,0,0,No Product,0
V007146,2024-10-24 17:00:00,NMB Bank,Google Search,Pokhara,Desktop,1,1,0,No Product,0
V007147,2024-10-24 18:00:00,NIC Asia Bank,Referral,Nepalgunj,Tablet,1,1,0,No Product,0
V007148,2024-10-24 19:00:00,Everest Bank,Google Search,Butwal,Tablet,1,0,0,No Product,0
V007149,2024-10-24 20:00:00,NIC Asia Bank,Email Campaign,Lalitpur,Tablet,1,1,0,No Product,0
V007150,2024-10-24 21:00:00,NMB Bank,Organic Search,Biratnagar,Mobile,1,1,0,No Product,0
V007151,2024-10-24 22:00:00,NMB Bank,Email Campaign,Pokhara,Mobile,1,0,0,No Product,0
V007152,2024-10-24 23:00:00,NMB Bank,Facebook Ads,Lalitpur,Tablet,1,0,0,No Product,0
V007153,2024-10-25 00:00:00,Global IME Bank,Referral,Biratnagar,Mobile,1,1,0,No Product,0
V007154,2024-10-25 01:00:00,Everest Bank,Email Campaign,Pokhara,Mobile,1,0,0,No Product,0
V007155,2024-10-25 02:00:00,NMB Bank,Organic Search,Pokhara,Mobile,1,1,0,No Product,0
V007156,2024-10-25 03:00:00,NMB Bank,Email Campaign,Biratnagar,Desktop,1,0,0,No Product,0
V007157,2024-10-25 04:00:00,NIC Asia Bank,Email Campaign,Bharatpur,Desktop,1,0,0,No Product,0
V007158,2024-10-25 05:00:00,NIC Asia Bank,Google Search,Butwal,Mobile,1,0,0,No Product,0
V007159,2024-10-25 06:00:00,NMB Bank,Referral,Bharatpur,Mobile,1,1,0,No Product,0
V007160,2024-10-25 07:00:00,Sanima Bank,Facebook Ads,Nepalgunj,Mobile,1,0,0,No Product,0
V007161,2024-10-25 08:00:00,Global IME Bank,Organic Search,Lalitpur,Tablet,1,1,0,No Product,0
V007162,2024-10-25 09:00:00,NIC Asia Bank,Organic Search,Nepalgunj,Desktop,1,0,0,No Product,0
V007163,2024-10-25 10:00:00,Sanima Bank,Facebook Ads,Lalitpur,Tablet,1,1,0,No Product,0
V007164,2024-10-25 11:00:00,Global IME Bank,Organic Search,Biratnagar,Mobile,1,0,0,No Product,0
V007165,2024-10-25 12:00:00,NMB Bank,Google Search,Butwal,Mobile,1,1,0,No Product,0
V007166,2024-10-25 13:00:00,Everest Bank,Email Campaign,Pokhara,Tablet,1,1,0,No Product,0
V007167,2024-10-25 14:00:00,Machhapuchhre Bank,Google Search,Butwal,Mobile,1,1,1,Fixed Deposit,149602
V007168,2024-10-25 15:00:00,Machhapuchhre Bank,Google Search,Pokhara,Desktop,1,1,0,No Product,0
V007169,2024-10-25 16:00:00,NMB Bank,Google Search,Kathmandu,Desktop,1,1,1,Credit Card,9199
V007170,2024-10-25 17:00:00,NIC Asia Bank,Facebook Ads,Nepalgunj,Mobile,1,0,0,No Product,0
